wav_file,label,transcription
Ses02F_impro02_M006,4,this is gonna be a a crucial yet she s she s growing up . she s gonna need you .
Ses02M_impro03_F022,8,yeah . laughter 
Ses02F_script03_1_F013,7,if i laugh at everything then i must laugh at us too .
Ses02F_impro07_F027,2,and you ll be like . . .
Ses03F_script02_1_M040,2,its single mindedness with one mind . urgency that s pure urge . you know they don t give it a name .
Ses04M_script03_1_M000,5,good god .
Ses03M_impro08a_F029,4,we can t call out . we can t make out line . i don t work i work at another office .
Ses04F_script01_3_F030,1,what ll i do with a fortune ?
Ses02F_impro05_F006,0,that s all that s all that s all you re going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff ?
Ses02M_script01_1_F018,7,well you want to make sure that your father isn t 
Ses04F_script03_1_M009,7,don t say that my darling .
Ses04F_script03_1_F016,8,oh dear shall we like that ?
Ses04M_impro03_F024,1,this is why men don t plan weddings . laughter 
Ses05F_script01_2_F004,8,it s got that about it .
Ses02F_script01_1_M021,0,well then it isn t just my business 
Ses01M_script01_2_F010,8,because if he s not coming back then i ll kill myself .
Ses05M_script02_1_M006,2,how could we have forgotten it ? well i hope the moon stays out . i wonder do they always run during a full moon ? i can t remember was the moon full last year do you remember ?
Ses02F_script03_2_F029,0,shut up .
Ses03F_impro08_M017,4,okay so you think you re going to get me back some minutes and that s going to make up for three days of business that i lost ? okay great .
Ses04M_script02_1_M014,7,right .
Ses05F_script01_1_M011,4,why shouldn t he dream about him walk around during the night looking for him um . do we contradict him ? do we say outright that we don t have any hope anymore that we haven t had any for years now ?
Ses05M_impro06_M020,3,thanks .
Ses02F_script02_2_F017,3,and while we were dancing you said the softest most intimate things to me right into my ear so that i could feel them as much as hear them .
Ses04F_impro07_F010,2,do you want to buy me some mace for my you know going away present ?
Ses01F_script01_2_M008,7,how do you know why she waited ?
Ses01F_script02_1_M020,7,right .
Ses02F_impro02_F013,3,i have no choice . there s nothing i can do .
Ses03M_script01_2_M005,7,well so what ?
Ses03M_script01_1_F014,8,to you maybe to me but not to your father . i mean 
Ses05M_script03_1_M001,2,i wonder .
Ses05F_script03_1_M011,2,what does it all mean ? that s what i asked myself in my ceaseless quest for ultimate truth . dear god what does it all mean ?
Ses04M_script02_1_M003,2,how you doing ? oh no you know what i did ? i forgot to bring my flashlight . how could i be so stupid ? i should have brought my flashlight .
Ses03M_impro08a_F026,8,well then go up the freaking pole and fix it like you need to help me . you don t understand i m in dire dire need of a phone right now .
Ses01F_impro05_M033,6,why ? have i done something wrong ? have i given you bad service ? i feel like i have done the best i could .
Ses05F_impro07_M031,2,oh it s going to be so much fun .
Ses02M_script01_1_F009,8,what do you mean dishonest ?
Ses01F_impro03_F009,1,but we re going to have a honeymoon cruise .
Ses05F_impro07_M021,2,you can t make fun of me because i m not going to school though because i m going to be working though .
Ses03M_impro01_F020,4,really ?
Ses02M_script03_1_M018,2,yes yes with all his might .
Ses03F_script01_1_M023,8,god . you have such a talent for ignoring things .
Ses01F_impro03_M023,1, laughter cat babies .
Ses02M_script01_1_F021,7,from father s point of you he isn t dead and you have no right to take his girl .
Ses01F_impro03_M022,2,awesome .
Ses05M_impro02_F003,5,you didn t did you tell them you have two young children at home ?
Ses02F_script01_1_M020,4,i ll go ahead with it ?
Ses03F_script02_2_F044,1,i noticed that . it s beautiful .
Ses05M_impro07_M025,2,yeah yeah . i i don t i don t know . do you have any suggestions ?
Ses01M_script01_3_F000,7,the only one i know still love his parents .
Ses02M_script02_1_M013,2,you cold you want my jacket ? we should ve we should ve brought our blanket our blanket how could we forget to bring the blanket ?
Ses03F_impro01_M011,8,i don t know who this lady is .
Ses04F_impro03_M047,7,i don t know . okay . i mean gosh . there s just look there s a lot of pressure in getting married okay .
Ses05M_impro04_M021,8,no . i m not getting defensive . i m not getting defensive . no . i asked you a question you told me . what ?
Ses03M_impro08a_M017,7,don t you 
Ses02M_script01_3_F009,1,i guess this is why i came .
Ses01M_script03_2_M031,0,that s a very good idea i think i will .
Ses01F_script03_1_F014,8,how long with it last this ludicrous overbearing love of ours ?
Ses01M_script03_1_M010,1,with perfect poise . . .
Ses02F_script02_1_M038,8,they don t know why we don t know why . nobody sent them an invitation or a map it wasn t a decision just 
Ses05F_impro03_F019,8,i don t know . i guess next summer .
Ses03F_impro06_F007,3,he was amazing .
Ses02F_impro06_M013,7,and you ll always have that and you should feel you know happy for him that he got to do so much before i mean and even after he found out last year . i mean 
Ses04F_script02_1_F021,0,about what ?
Ses02M_script01_1_M029,4,so what i m not fast with women .
Ses02F_script01_2_M006,7,now listen kate .
Ses03F_script03_1_F010,8,who s they ?
Ses01M_script03_1_F019,1,shall we always want to bicker and fight ?
Ses01M_script01_3_F021,3,you got to tell me .
Ses01F_script02_1_F007,0,how s that supposed to make me feel ?
