wav_file,label,transcription
Ses01M_impro07_F027,2,i am not saying you should be . i m not no . i think it s great i think you should be incredibly proud yourself especially because you re going to u .s .c for free for doing it . for free .
Ses04F_impro04_M019,7,and you like you know you shave your legs and everything ?
Ses02M_script03_1_M028,8,the worst one was in cannes when your curling iron burned a hole in my new dressing gown .
Ses03F_script03_1_M006,8,hello ? hello ? what ? ugh wrong number .
Ses03M_impro04_M033,4,yeah . i they said brian you re too smart . you don t need us .
Ses03M_impro06_F000,3,how s it going ? how are you feeling ?
Ses03M_impro08a_M007,7,i understand we re not 
Ses05M_impro04_F017,7,yeah . that might be something you want to look at . i mean 
Ses04M_impro03_F022,8,she s going to let you have say in the wedding choices ? that s pretty impressive . very forward thinking woman . laughter 
Ses03M_impro04_M004,0,cause i went to harvard .
Ses05F_impro05_M020,4,obviously ma am .
Ses04M_script01_1_M002,8,about four this morning . i heard it cracking and i woke up and looked out . he was standing right there when it cracked .
Ses03M_script01_1_M023,4,she s not larry s girl .
Ses03M_script02_1_M041,2,oh i m giving myself goose bumps . look all my hairs are standing up .
Ses02F_script01_3_M027,3,for instance one time it had been raining several days and this kid came to me and gave me his last pair of dry socks . i put them in pocket . it s only a little thing but that s the kind of guys i had .
Ses02M_script01_1_M005,3,i could hear him right through the floor in my room .
Ses04M_impro08_F005,8,yes .
Ses04M_impro04_F012,7,well that sounds like your fault .
Ses01M_script03_1_F006,8,oh . . .
Ses04M_script01_2_F007,7,now listen kid . now listen .
Ses02F_script01_1_F040,0,well you don t want to think like that .
Ses05F_impro07_M036,2,oh god it s awesome . . . there s going to be tons of places . garbage 
Ses05F_script02_2_M028,8,because you know what carla ? you know what you get ? this .
Ses03F_impro02_M021,3,me oh my god .
Ses05F_impro01_M015,4,what the lady what ? the janitor ?
Ses05M_script01_3_M029,3,i know it s it s just a little thing but that s just the kind of guys i had . they didn t die . they killed themselves for each other .
Ses01F_impro07_F012,2,so i get to mold young minds . mrs . ? that s my mother .
Ses04F_impro04_M015,7,i don t know . well like i don t know . i mean 
Ses03F_script03_1_M009,8,you mean that sacred and beautiful thing love ?
Ses04M_impro05_M035,4,if we have three forms then i can get the hundred and fifty .
Ses02F_script01_2_M012,4,calm yourself .
Ses04M_impro08_M007,4,well i m looking at these .
Ses01M_script03_1_M032,8,you could run off with all the men in a world . i won t say a word . just as long as you love me best .
Ses01M_impro01_F019,0,don t raise your voice with me .
Ses05F_impro08_M008,4,i got it in the mail .
Ses02M_script02_2_F025,4,no .
Ses01F_impro03_M015,1,he loves you .
Ses02F_script01_1_F002,8,when ?
Ses04M_script02_1_M006,4,well sure .
Ses03F_script01_1_M036,7,it just is . i 
Ses02F_script02_1_F002,8,that s not your flashlight .
Ses01M_script01_3_M012,8,i m sorry i m embarrassing you aren t i ? see i didn t want to do it here i didn t on this porch with this ring i didn t want to win you away from anything .
Ses03M_script01_1_F017,0,why ?
Ses03M_script02_2_F032,4,this what . . .what s this ? this isn t anything . alright . sure . standing on the beach fighting and waiting .
Ses03M_script01_3_F007,3,you saw the way that she acted and then well i mean you you were acting kind of . . .
Ses05M_impro06_M016,8,all the best people die all the bad people live and they make life shitty for you anyway .
Ses03M_impro05b_M016,0,soon as you . . .that s not good enough okay ?
Ses03M_script01_1_F044,4,alright but you don t talk like that you hear ? you don t .
Ses04F_script01_3_M040,3,because nobody was changed at all . it seemed to make suckers out of a lot of guys .
Ses02F_impro08_F027,7,thank you .
Ses04M_impro02_M007,4,i know that . i know that . i know that .
Ses02M_impro03_M006,8,i know uhm i can t believe it . it s like 
Ses03M_script01_2_F004,8,i see it . it has the appearance of it .
Ses03F_impro02_M019,3,i don t know if i if i could take it .
Ses03M_script02_2_M006,4,there s nothing to it . the grunions arrive they do their little fish business you know ? we go oh ahh look at the fish and they go home and we go home .
Ses03F_impro02_M016,3,you can t leave your daughter alone like this .
Ses05F_impro01_M019,4,there is a strict system here . you need to wait in the right line for the right thing . this is the line for registration .
Ses02F_script01_1_M034,8,but if i can t if that can t happen here then i ll have to get out .
Ses05M_impro06_M003,3,yeah . it s just i never thought it would actually happen you know ? i mean he s such a fighter and he s always so positive about everything .
Ses02M_script01_1_M002,8,about four this morning . i heard it cracking and i woke up and looked out . he was standing right here when it cracked .
Ses03M_impro04_M007,8,to be a receptionist ? oh i spent forty thousand dollar a year for my college degree and i m a receptionist . god .
Ses02F_impro06_F009,3,nobody s ever gonna forget him .
Ses04F_script03_2_M044,0,shut up . shut up . i wouldn t marry you again if you came crawling to me on your bended knees .
Ses04F_impro01_M008,0,there s nothing i can do for you . do you understand that ? nothing .
Ses05F_script03_1_M026,2,horrible thing i hate it .
Ses05M_script01_1b_M013,8,you know why i invited annie right ?
Ses03M_impro01_F014,8,no . you couldn t go get another one .
Ses02M_impro03_M007,8,well yes i wanted it you know i guess sort of as a surprise for everyone so
Ses03M_script01_3_M041,3,otherwise what you have is loot and there s blood on it .
Ses04M_script02_2_F010,4,twice is every time we ve tried . that s ever .
Ses02M_script03_1_M008,1,things that ought to matter dreadfully don t matter at all when one s is happy do they ?
Ses04F_impro01_F010,0,okay . well i can do that right here right now without going to the back of the line again . see look initialed . all done . ready to go .
Ses02F_impro05_F021,8,thank you .
Ses03M_script01_3_M038,3,it seemed to make a sucker out of a lot of guys . i felt wrong to be alive . i felt wrong to have that new checkbook 
Ses03F_script02_2_F042,4,god don t you know that ? i mean you re the one that probably wants to be with somebody else . somebody that didn t take herself so seriously could enjoy herself more .
Ses03F_impro08_M003,8,fuck do you think i have all day ? jesus
Ses04F_script01_3_M008,7,i guess you know this is why i asked you to come .
Ses03F_impro06_F032,3,yeah .
Ses01F_script03_2_F012,8,it s become a habit with you .
Ses02M_impro05_M023,4,uh huh yea lost some of my possessions yes so if i lost maybe a shoe that was in the suitcase and like a carry on
Ses01M_script03_1_M036,8,of course how long did that row last ?
Ses01F_script02_1_M014,7,huh . are you cold ? do you want my jacket ? no ? you know we should have brought the blanket ? our blanket .
Ses04M_impro02_F016,4,there has to be something . i mean we can t just live with this . it s not it just won t work this way .
Ses04M_impro07_F034,8,i know .
Ses05M_impro07_M005,2,yes .
Ses01F_impro07_M000,2,did you get the letter ?
Ses01F_impro06_F009,7,this woman came up and you know it was hers . it was her person that was there .
Ses03F_script01_3_F021,1,i don t know if i ever can forgive you for that . why d you wait so long ? i sat in my room wondering if i was crazy for thinking about you .
Ses05F_script01_2_F015,8,you above all have got to believe joe .
Ses05M_impro02_M005,8,i don t know what to do . i m sorry
Ses04M_script01_3_F001,8,it s okay . it s a good thing . you know it s lovely here and the air is sweet .
Ses05M_script01_3_M021,3,yeah i suppose i have been . but it s going for me .
Ses01M_script01_1_F024,0,from father s point of view he is not dead and you have no right to take his girl . i m just saying that you can go on from there if you know where to go but i m saying i don t know where to go . see i don t know .
Ses05F_script01_3_F013,8,every day since .
Ses02F_impro08_F025,7,yeah i completely understand . it s a difficult process sometimes and we want to make traveling as easy as possible .
Ses05F_script02_1_M030,2,oh this is great . i wouldn t miss this for the world . i mean think about this . i know you are not interested but think about this for a second .
Ses02M_impro03_M002,8,i i asked her to marry me .
Ses03M_impro05b_F011,7,well we can give you um hotel lodging for a night if that 
Ses05F_script01_1_F003,8,what was he doing out here at four in the morning ?
Ses03M_impro06_M028,3,working for corporate america ? wow .
Ses05M_script02_2_F020,8, laughter no .
Ses04M_script02_1_M023,2,there s mystery here and magic a little bit of the unexplainable . i don t see how you can not be interested .
Ses01F_script02_1_M013,7,do they always run during a full moon ? i don t remember . was it full last year ?
Ses01M_impro06_F022,7,mmhmm .
Ses02M_impro04_M005,4,but it s been so long like what what am i what am i waiting i should probably just do something else or
Ses04F_impro08_F019,4,alright . you know what sir . the customer is always right .
Ses05M_impro07_M020,2,they don t live here . they don t know right ?
Ses03F_script03_2_F021,4,adders don t snap they sting .
Ses03F_script01_2_F020,3,you got to keep believing .
Ses04M_script01_1_F006,8,what was he doing out here at that hour ? he s dreaming about him again . he s walking around at night .
Ses05F_impro06_M021,7,yeah .
Ses03M_script02_2_F007,4,for heavens sake grow up . we re not going to see the grunions .
Ses04F_script02_1_M031,0,we just weren t in a good spot . this is a much better spot .
Ses03F_impro02_M020,3,i can t be that strong . a whole year .
Ses02F_script01_2_M006,7,now listen kate .
Ses02F_impro03_M011,1,so i mean it s good though .
Ses01F_script01_1_F007,8,what ?
Ses04M_script01_1_F013,0,to you it is and to me but not to him . you can talk yourself blue in the face but there s no body and no grave so where are you ?
Ses03M_impro06_M025,3,he was studying to be a doctor .
Ses04M_script03_2_F034,0,oh shut up .
Ses05F_impro04_M013,7,have you ? there s got to be something else .
Ses01M_script03_2_M014,8,you can hardly call three glasses of liquor in a whole evening going on and on and on .
Ses05F_script01_3_M001,8,so you re not sorry you came ?
Ses04F_script01_1_M028,0,and then we ll thrash it out with dad right mom . don t avoid me .
Ses02F_impro08_F005,7,i want to definitely give you our special package today which um is usually only for valued customers who have a record of having previous 
Ses03M_script02_1_F015,4,augie .
Ses03F_impro05_F003,4,i had my luggage transferred here from paris to l .a . and now i m here and i need to be working and i have all my stuff in there .
Ses04M_impro05_F040,4,oh yes .
Ses05F_impro03_M013,2,okay . that s okay spontaneous is great . spontaneous is awesome .
Ses04M_impro05_F004,8,oh oh you didn t .
Ses02M_impro07_M017,2,you know what i mean i bet the home games are just like nuts you know .
Ses05F_impro07_F004,2,no .
Ses04M_impro05_M002,4,lost my luggage . your airline 
Ses05M_script01_1b_F012,4,the trouble is the god damn newspapers i mean ea each week a new boy turns up out of nowhere . so the next one is gonna be larry . so you 
Ses05M_impro05_M004,7,i was coming from um the midwest like iowa .
Ses05M_script01_1_M036,0,yes . on this i would .
Ses03M_impro05a_F017,8,yes i am .
Ses02F_impro03_F007,8,so he so we walked down to the pier and there s like these lights like these little like lights and we re like what s that ? and he s like i don t know let s go find out .
Ses02M_script02_2_F022,3,no .
Ses05F_impro07_F022,8,i m not going to make fun of you .
Ses05M_script03_1_M025,2,do you remember that awful scene we had in venice ?
Ses01M_script02_2_F009,4,i m sorry it still just fish to me .
Ses05F_impro02_F009,3,i know . i know .
Ses05M_script03_2_F043,0,brute
Ses02F_script03_2_M037,0,turn it off . it s driving me mad .
Ses05F_impro02_F017,4,well maybe you should move in with my mom and she can help .
Ses04F_impro02_F004,8,i need you to believe that too . how am i supposed to believe everything s going to be okay if you don t ?
Ses05M_impro07_M025,2,yeah yeah . i i don t i don t know . do you have any suggestions ?
Ses04M_script01_3_M018,8,anne we re going to live now . i m going to make you so happy .
Ses05F_impro05_M033,7,well of course not because you ve got your backpack with you the whole time . now if you you said this was a travel bag . why weren t you carrying it on if it was so important ?
Ses02F_impro04_F013,4,i i just i think maybe i should try something else . i mean i i don t know . all growing up this is the only thing that i ever wanted to do and yet i can t . i m not physically able apparently . i mean 
Ses05M_script01_1_M023,0,she is not larry s girl !
Ses04M_script01_2_F006,0,what s going on here joe ?
Ses04M_script03_2_F019,0,what ?
Ses02F_script02_2_F007,4,for heaven sake we re not going to see the grunions .
Ses01F_impro01_F004,8,you were standing at the beginning and you directed me .
Ses03M_script02_2_F023,3,i d rather not remember something . . .
Ses03M_script01_1_F005,3,he cried hard ?
Ses05M_impro01_M019,4,well then you re just gonna look stupid because i m just waiting for an i .d . and you re gonna make security take me out because i want my i .d .
Ses01M_script01_3_F012,7,i almost got married two years ago .
Ses01F_impro05_F002,4,i need my bag .
Ses02M_script01_2_M002,4,what do you mean ? he lived next door to the girl all his life why wouldn t he want to see her again ?
Ses05F_impro07_M023,8,well yeah of course but you re going to be working on your school stuff too and partying that takes up a lot of time right especially at u .s .c . i hear it s a big party college .
Ses05M_script02_1_F020,8,that s the wind .
Ses01M_impro01_F004,4,what are you . . . what s . . .what are you applying for ?
Ses01F_impro02_F018,7,and your mother is close by .
Ses02M_impro01_F011,4,well i m sorry sir but we re not responsible .
Ses03M_impro02_F023,3,you said two years .
Ses03M_script01_1_F034,4,he thinks he s coming back . and you go off and marry that girl and you re just pronouncing him dead and what s going to happen to him ? i don t know . do you ? i mean i don t know .
Ses05F_script03_2_F040,0,oh marry you again ? i must have been insane . what was i thinking ? i mean you re completely outrageous .
Ses02F_script02_1_F016,4,i m just not .
Ses01M_impro02_M008,8,i can t believe it . i just got back .
Ses05M_script01_2_F005,0,what s going on here joe ?
Ses05F_script02_2_M010,7,well we will see them this year .
Ses05M_impro07_M015,8,we are gonna party all the time .
Ses03F_script02_1_M040,2,its single mindedness with one mind . urgency that s pure urge . you know they don t give it a name .
Ses02M_impro08_M015,7,right . you can go online print it out and just fill out the form and um send it to us um you know regarding the grievance and 
Ses02M_script03_1_F022,1,oh charles that was his name charles . it did wiggle so beautifully .
Ses04M_script01_1_M022,0,sometimes you infuriate me you know that ? isn t it your business too if i tell this to father and he throws a fit about it ? you have such a talent for ignoring things .
Ses05F_script01_1_M013,0,for god s sake mom three years . nobody comes back after three years ! it s insane !
Ses03M_script02_2_F018,3,we thought i was pregnant .
Ses02M_script02_1_M042,2,look at me i m giving myself goose bumps all my hairs are popping up .
Ses05F_impro06_F004,3, breathing 
Ses05M_script02_1_M010,2,do you want my jacket ?
Ses04F_script01_2_F021,4,i can t help it .
Ses05M_script01_1b_M022,0,what to hell with that !
Ses05F_script01_3_M027,3,takes a little time to toss something like that off you know because they weren t just men 
Ses04F_impro07_F005,2,big bad acceptance packet with all the information . i m going to u .s .c . .
Ses02F_script01_1_M012,4,we ve got to say it to him .
Ses02M_impro08_M009,7,all right . well you know that s that s what we have all of our protection plans for and everything like that so i mean it s
Ses01M_impro04_F021,7,you have an excuse for everything .
Ses02M_script03_1_M020,2,so is everyone else in the long run .
Ses01M_script01_3_M034,3,i thought i would change everything you know and i got back here and it was it was like nothing had changed at all . . .
Ses05M_impro03_F020,1,oh .
Ses03F_impro04_F011,6,really ?
Ses03M_impro05a_F016,7,okay . we will find your luggage . apparently because it somehow . . .what flight you were taking you were on delta ?
Ses03M_script01_3_F034,1,what am i going to do with a fortune ?
Ses03M_impro08a_F035,4,what are you what are you a police officer now ? you know like i m done i m over it . goodbye and i hope that you lose your job .
Ses05F_impro01_F020,0,right well last time they told me it was this line and obviously it s not true .
Ses04F_script01_1_F032,0,you marry that girl . you re pronouncing him dead . now what happens to your father ? do you know because i don t ?
Ses02F_impro06_F001,3,we knew that it was coming but 
Ses03F_impro08_M026,4,oh my god .
Ses04M_script02_1_F004,0,you kept saying my flashlight as if it s somehow just yours . how is that supposed to make me feel ?
Ses02M_script01_1_F010,4,what do you want to do argue with him ?
Ses02M_script01_3_M028,3,for instance this one time it had been raining several days and this kid came to me and gave me his last pair of dry socks . i put them in pocket . it s only a little thing but those are the kind of guys i had .
Ses02M_impro04_F017,8,get out of town or something i mean you need you need to clear your head cause you seem like you re really frustrated about it . i mean you need to like be excited about you re doing rather than you know upset .
Ses02M_script01_1_F019,4,i m just saying
Ses05M_impro03_M007,1,you know we did some you know some rock climbing up the waterfalls and went up to this little pool that was up there . and then i it s great . um you have to climb this little rock 
Ses01M_impro06_M015,3,it s just really weird because he was really young you know and it kind of like . . .
Ses04F_script02_2_F043,1,yeah i noticed that . looks pretty on the water doesn t it big old white moon .
Ses02F_impro03_M014,7,that s great . yeah .
Ses05F_script01_3_M018,8,i kissed you .
Ses04M_impro06_F010,3,i mean we can be grateful for that .
Ses03M_script02_2_F038,3,augie whatever i m doing i d rather be doing with you .
Ses03F_impro08_M009,0,what ? are you kidding me ?
Ses04F_script01_1_M006,8,i guess he is .
Ses02M_impro01_M000,4,all right . finally . here you go .
Ses01M_impro07_F005,2,that s amazing . they pay for everything ?
Ses01M_script01_1_M040,3,then help me stay .
Ses05F_impro03_F044,8,just a few people .
Ses04F_script03_1_F005,2,ahh . it sent shivers up my spine .
Ses04F_impro03_M037,2,i m thrilled . god .
Ses03M_script01_2_M005,7,well so what ?
Ses02F_script02_1_F018,4,last year you will also remember our shoes got wet i got sand in my panties you got a sore throat we got in a big fight over nothing and we didn t see the grunions .
Ses02M_script02_2_M006,4,well what s bugging you ?
Ses03M_script03_1_M022,8,oh and who isn t talking nonsense ?
Ses04M_script03_2_F045,0,stop .
Ses03F_impro04_M009,7,oh my god anna you re still young . don t even think about that .
Ses05M_script03_2_F028,0,not would you shut up .
Ses01F_script01_3_F022,7,like larry s brother . do it like you chris .
Ses02M_impro04_M011,4,i mean i can t i can t be persistent forever you know you can t not have a job forever you know i ve got i ve got to do something i ve got to make money and get food on the table .
Ses03F_impro07_M004,7,i know you ve been trying to have a baby right ?
Ses01M_impro02_M020,3,i know .
Ses05M_impro08_F002,4,yeah .
Ses03F_impro08_M013,8,no i don t have a land line .
Ses03M_impro08a_F007,4,i don t i don t know what the problem is . that s what i want you guys to . . .why is my service not turned on ? and i paid my bills on time . i don t understand .
Ses05F_script01_3_M000,1,i know . it s going out of style isn t it ?
Ses02F_script01_1_M017,7,i m gonna ask her to marry me .
Ses03M_impro05a_F000,7,can i help you sir ?
Ses05F_script03_2_F018,0,um it doesn t seem to have worked such wonders with you .
Ses04F_impro05_F004,0,lost it just like i mean 
Ses05M_script01_1_M027,8,well if that s the case then that s the end of it . but from her letters it sounds like she has forgotten him . i ll find out . and then we ll thrash it out with dad all right ? mom don t avoid me .
Ses05F_impro05_F008,4,right well can you get on the computer maybe and like track it down and see when it s going to get here ?
Ses03M_script01_3_F001,8,no . it s alright . it s a good thing you know ?
Ses04F_impro08_F000,1,hello . thank you for calling dell taco corporate . can i help you ?
Ses01M_script02_2_M005,8,it certainly is not . it s like slightly exaggerated scientific fact .
Ses02M_script01_1_F032,0,what the hell is this ?
Ses01M_impro05_M012,8,it s a tiny little bag .
Ses01F_script01_3_M038,8,annie annie . i am going to make a fortune for you .
Ses04M_impro06_M019,3,just you know some thing some genie . i need to find a genie bottle .
Ses02M_script01_1_M011,4,why why shouldn t he dream of him ? walk around waiting for him at night i mean do we contradict him do we say straight out that we don t have any hope anymore that we haven t had hope for years now ?
Ses04M_script02_2_M024,4,what you want me to breathe in your ear ?
Ses05M_script01_1_M002,8,i don t know like four o clock this morning . i heard a crack and i woke up and i looked out the window and he was standing right there when it broke .
Ses02M_impro07_F021,1,yes it s intimate .
Ses05M_script01_1_M009,4,you know that larry s not coming back and i know it . so why do we go on letting him think that we believe with him ?
Ses05F_impro03_M054,8,a good apartment . breathing 
Ses04F_impro03_F018,2,okay . it s going to be in like six months . so we don t have a really long time .
Ses04F_impro05_M020,4,ma am .
Ses01F_script03_1_F031,8,oh . you knew there was nothing in that .
Ses05M_script02_1_F014,4,what are you so excited about . this isn t rocket science this is just fish . fish nobody even eats .
Ses05F_script01_3_F018,8,no what is it your mother ?
Ses02F_script03_2_F025,0,you re quite insufferable
Ses04M_script02_2_M041,1,shh . if we re very quiet the fish might come .
Ses02F_script03_2_M040,4,very amusing indeed .
Ses01F_impro05_F011,0,is this a joke ?
Ses04F_impro04_M028,7,well you ve got to start somewhere . i mean 
Ses04F_impro03_M035,7,well i can t be in charge of this . i mean i got things i got to do .
Ses03M_script01_3_M004,7,what ?
Ses05F_impro02_F022,8,well we can try it . baby don t beg me . i mean if there were anything that i could do i would do it . believe me . this is not what i want .
Ses03M_impro05a_M022,0,oh my god . i think a blood vessel burst in my head .
Ses05M_script03_1_M013,2,you mustn t be serious darling . that s just what they want .
Ses04F_impro08_M003,4,yes i did and that didn t i got through to like one operator and she sent me to like three others
Ses04F_script02_1_M042,8,what i said .
Ses03M_impro01_M007,4,you don t know ! you can t write ? you don t know how to write ?
Ses05F_impro04_F039,7,but um 
Ses02F_script03_2_F030,4,not very funny dear . you d better have some more brandy .
Ses04M_script02_2_F028,0,oh right sure . this is standing on the beach . this is waiting . this is fighting .
