wav_file,label,transcription
Ses05M_impro04_M024,1,do you have any idea how i can make money ? i mean what can i do to make some quick money something ? anything that s relatively within the you know law .
Ses05F_impro08_F011,2,okay .
Ses02M_impro01_F010,1,it s standard that you bring a couple of forms of id i m sorry .
Ses02F_script02_1_M013,2,you cold ? do you want my jacket ? oh we should ve brought the blanket . our blanket .
Ses02F_script01_1_F018,2,well that s only your business chris .
Ses02M_impro08_M004,2,pretend like your on a rotary phone goes straight through to a person .
Ses01M_impro01_M000,1,yes me . okay okay here we go .
Ses04M_script01_1_F018,0,what do you want me to do ? you re old enough to know your own mind .
Ses01M_script03_2_F023,0,i don t care . i don t care do you understand ? i don t mind if they bark and they roll about like hoops .
Ses02M_script01_1_M025,0,to hell with that .
Ses01F_script01_2_F007,0,then why is she still single ? new york is full of men why is she still single ? probably a hundred people told her she s foolish but she waited .
Ses03M_script03_2_M041,0,very amusing indeed .
Ses01F_script01_1_F010,1,you can t say that to him .
Ses05M_script01_1b_F035,1,all right . but don t think like that because what the hell did we work for chris ? all of this all of it it s all just for you .
Ses05F_impro03_F004,2,uh huh .
Ses01M_script03_2_M027,0,i suppose you two had a riotous time huh ? no restrain at all very enjoyable he never had much any how .
Ses01M_impro06_F019,2,it leaves a hole for you too in your plans together .
Ses05M_impro05_M016,1,let me explain to you what the problem is . my grandfather s remains are in that bag . and i have to like distribute them today . we re suppose to you know throw them out to the sea today .
Ses04F_script03_2_M001,0,i knew nothing of the sort . you took presents from him .
Ses04M_impro07_F006,2,right .
Ses02F_impro01_M021,1,but without your drive where where what about your identification without your driver s license ? i mean you need you needed something before then ?
Ses04M_impro05_M015,0,you understand that the contents of my bag the contents of my bag cost a hundred and fifty dollars .
Ses03F_script02_2_M037,2,yeah ?
Ses04F_script01_1_M020,0,then it isn t just my business .
Ses02M_impro07_M011,2,it was good yeah . i mean 
Ses02F_impro01_M011,1,i make an exception for you and i have to make an exception for everyone . i mean i i ve seen this before and i know it s frustrating but there s nothing i can do . you just have to 
Ses03M_script03_2_M039,0,come on turn it off . it s driving me mad .
Ses03F_script03_1_F025,2,yeah . and that was the first time you ever hit me .
Ses01M_script01_2_F013,0,you above all have got to believe . just don t stop believing .
Ses05M_impro01_M005,0,i m not getting a well you wait in this line and not get an attitude .
Ses02M_script01_3_M004,2,what ?
Ses01M_impro01_M006,1,yes . i m supposed to have three forms of id for this . it s a long story i m supposed to have three forms of id for this other job i really don t get into but i need another . . .
Ses04M_impro05_F040,1,oh yes .
Ses02M_impro05_M010,1,not going to show well isn t like wouldn t it just be at the airport that like if it didn t get on the other plane
Ses03F_script02_2_F017,2,we thought i was pregnant .
Ses04F_impro07_M040,2,vermont .
Ses04M_impro08_F013,1,okay no look i i i i m really i m trying to be patient . i know this isn t your fault . i know that you didn t do it
Ses05F_impro01_F019,1,except they re going tell are you going to tell me the right line to stand in this time at least ?
Ses03F_script01_1_M038,1,okay . all right then .
Ses01F_impro04_F014,2,yeah .
Ses02F_script02_1_F015,1,ah augie .
Ses02F_impro01_M009,1,i think you re just gonna you re gonna have to get em and then you can back and then we ll help you out . maybe we can 
Ses03M_script02_2_M012,1,i thought you wanted to see it .
Ses04M_script03_2_M009,2,line ?
Ses02F_script03_2_F024,1,mind your own business .
Ses02F_script01_2_M016,0,what does that mean ? me above all ?
Ses01F_script03_2_F016,0,oh . it s a woman s duty to allure the man .
Ses05F_impro06_M022,2,do you know what it s going to pass eventually i mean it ll never pass it ll always be there and you ll always remember and everything like that but you know . it ll get easier i guess .
Ses03M_script02_2_F029,1,no . . .no . . .no . . .
Ses04F_script02_1_F014,0,what are you so excited about ? this isn t a moon landing we re talking about . it s fish . it s fish nobody even eats .
Ses01M_impro05_F014,2,do you have any i ?
Ses03M_impro05b_M016,0,soon as you . . .that s not good enough okay ?
Ses04F_script01_1_F042,0,but don t think that way . you hear me ?
Ses03F_impro02_M015,1, breathing 
Ses03M_script03_2_M020,2,yes it is .
Ses03F_script02_2_F020,2,and you whispered so intimately in my ear so i could feel your words .
Ses05F_script01_1_M025,0,to hell with that !
Ses02M_script01_2_F006,0, she s not his girl joe she knows she s not .
Ses05M_script02_1_M009,2,oh i wonder if they can hear me or if they can feel the vibrations when we move around in the sand . or something
Ses04F_script01_3_M025,1,i don t know where to start .
Ses02F_impro07_F017,2,because i don t have to like make that decision anymore . i don t have to try and decide like what the bad school i m going to go to is . you know
Ses04F_script01_1_F015,0,the trouble is the goddamn newspapers . every month some boy turns up from nowhere so the next one is going to be larry .
Ses05M_impro08_F007,2,hmm . mmm .
Ses02M_script03_2_M016,2,going out somewhere dear ?
Ses04M_script03_2_M052,0,no you re not .
Ses01M_impro06_M004,2,god i ve told this story so many times . umm .
Ses05M_impro03_F015,2,okay okay .
Ses02M_script01_1_F027,0,i just don t see why it has to be annie .
Ses04F_script02_1_M027,1,a little bit of the unexplainable . i don t see how you cannot be interested .
Ses02M_script01_1_M044,1,well i am thinking that way .
Ses02M_script02_1_M004,2,is that is that no ? was that just foam ? i can t even tell .
Ses02M_script02_2_F029,1,this ? what what is this ? this isn t even anything .
Ses05F_script02_1_M034,2,well so what do you think ?
Ses02F_impro04_M017,2,well you ve gotta live .
Ses03F_script03_2_F021,1,adders don t snap they sting .
Ses05F_impro07_M008,2,that ll be awesome .
Ses01F_script01_2_F005,0,what is going on here joe ?
Ses02M_script01_1_F035,0,must you be inspired ?
Ses02M_impro04_F002,2,right so the fact you doing the best that you can is 
Ses05F_impro06_F015,2, breathing 
Ses04M_script02_2_M031,0,and we ll have three fat rosy kids and ha ha ha baby the joke s on us cause you know what you get carla ? you know what you get ? this .
Ses05M_impro04_F010,2,are you going into the bars every night ?
Ses01F_script02_2_F027,1,no .
Ses05M_script02_2_M022,1,a vacation ?
Ses05M_impro04_M028,1,see what i mean ? you can t even think of anything .
Ses04M_script03_2_F034,0,oh shut up .
Ses02F_script01_2_F016,1,you above all have to believe .
Ses04M_impro01_M011,1,what if i pay you money ?
Ses03F_impro04_F006,1,i know i just don t know if i can handle it . i mean you re helping me so much financially it s like i can t survive on my own without you . i don t like that .
Ses02F_script01_1_F040,0,well you don t want to think like that .
Ses05F_impro08_M009,1,yeah
Ses05M_script03_2_M015,0,amanda really .
Ses01M_script02_1_F017,0,pass what up ? these little fish swim out of the ocean they flop around on the sand then they swim back and then they die .
Ses04F_impro07_M013,2,so um so what are you going to what are you going to major in ?
Ses05F_impro08_M007,0,like i know i paid last month but it hasn t been paid and you charged me a late fee .
Ses04M_impro05_F029,1,no i don t . see i could lose my job if i did that .
Ses02F_script02_2_M037,2,maybe if you were with somebody else too .
Ses01F_script03_2_F021,0,they sting . i don t care . do you understand ? i don t care if they bark and they roll about like hoops .
Ses03F_script01_3_M019,2,why didn t you let me know ?
Ses03M_script03_2_F032,0,shut up .
Ses02F_script03_2_F007,2,well if you hadn t been so suspicious and nosey you never would have known a thing about it .
Ses05F_impro01_F014,1,no they did . the lady over there told me to stand in this line and i ve been here for an hour .
Ses01F_script02_1_M034,2,we just weren t in a good spot . i m telling you this is a much better spot . i have instincts for these things .
Ses02F_impro05_F000,2,hi um excuse me i believe that the airline lost my baggage .
Ses01M_script02_2_F003,1,it s a pr .
Ses02M_impro01_F012,1,yes you did thank you very much but we re not responsible if you ve forgotten something and we need to have two forms of id .
Ses05M_script01_2_F005,0,what s going on here joe ?
Ses01M_script01_1_F030,0,that s a good answer but it doesn t answer anything . you haven t seen her since you went away to war it s been five years .
Ses01F_script03_2_F027,0,oh shut up .
Ses01F_impro02_F020,2,and i want lots and lots and lots of pictures .
Ses03F_script01_1_F049,1,we ve worked all our lives for you . only for you chris . the whole shootin match is for you .
Ses04F_impro07_M041,2,wait you ve been there before ?
Ses03M_impro02_F029,2,far away and he won t be here .
Ses04M_script01_1_F036,0,you ve got a business here . what the hell is this ?
Ses05M_impro03_M007,2,you know we did some you know some rock climbing up the waterfalls and went up to this little pool that was up there . and then i it s great . um you have to climb this little rock 
Ses01M_script02_2_F006,1,everybody is believes that it keeps them excited you know it keeps them coming back for more .
Ses05F_impro04_F003,1,how did you get a job ? what am i what am i supposed to do ?
Ses03M_impro02_F037,1,finish your master s that you were started never finished .
Ses05F_impro08_M020,2,are you taking the late fee off of my account then ?
Ses04M_script02_1_F003,0,it s ours . it s mine too .
Ses04M_script03_2_M054,0,you re a mean evil minded
Ses03F_impro05_F015,0,no they said i couldn t lock it .
Ses03M_impro05a_M025,0,give give me your manager right now .
Ses03F_impro06_F021,2,it s weird i kind of feel like part of me is gone now you know ?
Ses04M_script01_2_M003,1,what do you mean ? he grew up next door to the girl all his life . why shouldn t he want to why shouldn t he want to see her again ?
Ses03M_impro08a_M027,2,you know maam we record this conversation so anything you say can be proven in a law of court so keep that in mind .
Ses04M_script02_1_F007,0,it s after eleven let s go home .
Ses05F_script01_1_F021,1,i ignore what i got to ignore . the girl is larry s girl .
Ses01M_script01_1_F023,0,i m sorry . i ignore what i ve got to ignore . that girl is larry s girl .
Ses01F_script01_1_F012,1,to you it is to me it is but to your father you can talk yourself until you are blue in the face . but there is no grave and there is no body so where are you ?
Ses05F_script02_2_F008,1,we never do . have we ever ? we never have .
Ses05M_script02_2_M024,0,well welcome to the human race . do you think this is what i had planned ? do you think that when i proposed that i had this great fantasy going that four years down the road we would end up arguing on the beach over some fish ?
Ses02F_impro08_F004,2,oh yeah absolutely . you know and especially because you ve been waiting so long and i know that um you ve been having a difficult time .
Ses02F_impro05_M014,2,no um like i said you can file a claim and uh maybe get reimbursed for more you
Ses03F_script03_1_F003,2,what are we to do ?
Ses04M_script03_2_F044,0,listen indeed . i am sick and tired of listening to you you damn sadistic bully .
Ses01M_script03_2_F041,0,oh yes i am . . .oh yes i am . let go of me . you let go . you . . .urgh . . .you re a cruel friend . i loathe and i hate you . marry you again . . .ha . . .never never never never . i hope you die in torment . you beast .
Ses03F_impro04_F018,1,i just i need a break . i need something to break me out .
Ses04F_impro06_F005,2,he was only twenty four and just so many things that we were going to do you know and now he won t get to do them and he won t get to be here when i do . you know like i ll get married some day and he won t be there like he won t get to see that .
Ses01M_impro02_F013,2,you re going with the same ones ?
Ses02F_impro07_M019,2,i mean because you went to the campus before right ?
Ses04F_script03_2_M041,0,you re a vile tempered loose living wicked little beast . and i hope i never see you again as long as i live .
Ses01M_script02_1_F014,0,then let s go .
Ses04F_impro08_M003,1,yes i did and that didn t i got through to like one operator and she sent me to like three others
Ses04F_impro01_F010,0,okay . well i can do that right here right now without going to the back of the line again . see look initialed . all done . ready to go .
Ses03M_impro05b_M008,0,most of the . . .
Ses01F_impro02_F015,2,last month yeah .
Ses04M_impro05_M045,0,so why don t we just do that and stop this nonsense hmm ? hmm ?
Ses01F_impro05_F009,0,am i going to be getting like free tickets free mileage . when can i expect my bag here ?
Ses05F_script02_1_M020,2,yeah but that moment on the beach is the highlight of their little lives all that flopping around is laying eggs or what you mating or spawning or something like that .
Ses01M_script01_2_F005,0,the girl is not larry s . if the girl is larry s girl she s not his she know she s not .
Ses03F_script01_3_M029,2,you know when i went overseas . i said i was in command of a company .
Ses04F_script02_1_M005,1,the flashlight the silver one . there s only one isn t there ?
Ses05F_impro03_M041,2,exactly laugh .
Ses03M_impro01_M029,0,what is wrong with you ?
Ses01F_script02_2_M019,2,it s when we were driving past that knickerbocker liquor locker you said let s get some champagne . i said no time s a wasting or something like that .
Ses05F_impro05_M051,2,so you d like the fifty dollar voucher ?
Ses04F_impro07_M050,2,that s right . um so u .s .c . is a really nice school .
Ses05M_script02_2_F032,2,yes . don t you know that ? i mean you re probably the one you wishes you were with somebody else somebody who didn t take everything so hard and who knew how to enjoy herself .
Ses02F_script03_2_F017,1,no it isn t .
Ses05M_script01_1b_M009,1,why shouldn t he dream about him walk the nights waiting for him ? do we contradict him ? do we say outright that we don t have any hope anymore ? that we haven t had any hope for a long time ?
Ses01M_script03_2_F031,0,why ?
Ses01F_script03_2_M022,0,nonsense . they have a bag of venom behind their fangs and they snap . they snap .
Ses05M_script02_2_M035,2,i don t know . i think this is a pretty good spot . i mean look at the view of the moon from here .
Ses05M_script03_2_M038,0,turn it off !
Ses04M_impro05_M043,1,i don t i m not i m not convinced .
Ses03M_impro05b_M031,0,some peanuts ? wow . that helps a lot .
Ses05M_script01_1b_F016,1,what do you want me to do ? i mean you re old enough to know your own mind .
Ses05F_impro07_F023,2, laughter oh i m going to be working too i mean .
Ses05M_script01_1_F027,1,well i just don t see why it has to be annie .
Ses01M_script03_2_F035,0,very well if you insist on being boorish and idiotic .
Ses05M_script01_3_F001,2,it s all right . it s a good thing . it s lovely here . the air is sweet .
Ses01M_impro04_M015,1,okay . you re my friend you can tell me stuff . you can tell me honestly stuff okay ? please .
Ses01F_impro05_M035,2,or you can make a phone call . but i think a letter might be a little more in my impression letters have more . . .
Ses02F_impro01_F020,0,with your driver s license and your passport . just like everybody else .
Ses04M_impro07_M037,2,i do i will need to get a gun 
Ses01F_impro03_M009,2,does that mean that you re going to get citizenship too in in england or whatever ?
Ses03F_script01_1_F017,0,it s those goddamn newspapers you know ? i mean it s like every day they come out with this new person that comes along . and the next one s going to be larry .
Ses04F_script02_2_F038,1,i didn t say that .
Ses04F_impro08_M002,1,um and everything was pretty much uh uh just not done right . all the orders were messed up .
Ses01M_impro06_M029,2,so weird 
Ses05F_script02_2_M006,1,what s bugging you ?
Ses05M_script03_2_M017,1,um well that reply has just broken my heart .
Ses05F_script02_2_F009,1,twice is every time we tried that s ever .
Ses05F_script03_2_F036,0,i i hate you .
Ses02F_script03_2_M022,1,nonsense . they have a little bag of venom behind their fangs and they snap .
Ses03M_impro05a_M005,0,yes .
Ses04M_script03_2_M011,0,what of it ?
Ses01M_impro02_M022,2,run away ?
Ses02F_script01_1_M021,0,well then it isn t just my business 
Ses05F_script02_1_M025,2,for real ?
Ses04F_script03_2_F034,0,very well if you insist on being boorish and idiotic .
Ses04M_script02_2_M019,1,uh .
Ses02M_impro01_M017,1,that doesn t make any sense . why ?
Ses01F_script01_2_F014,1,i can t help it .
Ses03M_impro04_M010,1,biomedical engineering .
Ses04F_script02_2_F020,2,and you popped the cork and while we were dancing you said the softest most intimate things to me
Ses04M_script03_1_F005,2,oh it sent shivers up my spine .
Ses04M_impro05_M022,0,yeah . if it was yours but it s not . it s mine . okay . so just 
Ses03M_impro08b_F002,1,i ve already been through this five times with these people . i ve been calling every single day .
Ses04M_impro07_F023,2,the what the i mean 
Ses04F_script01_1_F027,1,how do you know she ll marry you ? maybe she feels the same way father does .
Ses03M_impro01_M006,1,oh my god . can you just transfer it yourself ?
Ses05M_script01_1_F037,1,i don t understand you do i ?
Ses04F_impro02_M010,1,you re a smart person . there are other things you can do .
Ses01M_script02_2_M006,1,it s not just me okay ? look at like all the people .
Ses03M_script01_1_M023,1,she s not larry s girl .
Ses01F_script01_1_F035,0,what the hell is this ?
Ses04M_impro08_F025,2,really ?
Ses03M_impro01_M016,1,i ll have a license .
Ses04F_impro04_F011,0,clearly everything you re doing is completely wrong .
Ses03F_script02_2_M009,1,we missed them twice . that s not ever .
Ses04F_impro01_F004,0,i did exactly what they told me to do .
Ses04F_script01_1_M022,0,sometimes you have a sometimes you have a talent for ignoring things .
Ses05F_impro05_M027,1,ma am international flights are not cheap and there s many reasons for that . it does not have solely to do with your baggage or 
Ses01F_script03_2_F039,0,oh . yes i am .
Ses03M_script01_1_M034,1,it s just . . .that s just the way it is . that s how i feel . you know these years when i think of someone i want to marry i think of annie . what do you want a diagram ?
Ses01M_script02_2_F010,0,why do you ask me that ? god damn it i told you not to ask me that i hate it when you ask me that . it s insulting .
Ses03M_impro05a_M002,0,i had eight hundred pounds of luggage .
Ses04F_impro04_F005,0,i m really good at what i do . i just don t know how to make someone else see that .
Ses05F_script03_2_F014,2,just making myself fascinating for you .
Ses05M_impro03_F016,2,where is she right now ?
Ses05M_script02_2_M029,2,now i know . me either
Ses05M_impro04_M038,1,i like to think so .
Ses04M_script02_2_M025,1,you want to get married again ?
Ses01F_impro06_F025,2,but i mean she could but it was so it was kind of sitting at her feet holding her up and she had these poems she had memorized . and i remember looking up she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head . it was cool .
Ses01M_script01_2_F011,0,oh laugh at me laugh all you like but why does this happen to very night she comes back ? she goes to sleep in his room and his memorial breaks in pieces . look at it joe look .
Ses03M_impro05a_M000,0,yes you can help me . where is my luggage ?
Ses01F_script01_2_M017,0,what have i got to hide ? what the hell is the matter with you kate ?
Ses01M_impro06_F018,2,it leaves a hole for you too .
Ses02F_script01_2_F012,0,because if he s not coming back i ll kill myself . i mean laugh laugh at me but . . .
Ses05M_impro07_F031,2,there s actually a friend of mine is um moving out of her place and her place is amazing and it s really cheap .
Ses05M_script03_2_F034,0,very well . if you have to be boorish and idiotic .
Ses01M_impro04_M018,0,okay . okay no no no no okay no i need to hear this more . come on bring it .
Ses02M_script02_1_F014,1,what are you so excited about ? i mean it s not a moon landing we re talking about here it s fish . it s a fish nobody even eats .
Ses01F_impro05_M017,2,this is the only track record that we have and if it s not listed here then it s probably not anywhere .
Ses04F_impro01_F009,0,okay . what is it that i did wrong on the form that i have to start all over again ?
Ses05M_impro04_M027,1,thank you . ha ha .
Ses01F_impro05_F016,0,we flew in from paris . i ve been shopping for three weeks .
Ses03F_script02_2_F029,1,no .
Ses04M_script02_2_F016,2,it was about four years ago right after we got married . we thought i was pregnant and we had a bottle of champagne but no glasses . you asked me to dance . so we took off our shoes and you popped the cork .
Ses05M_impro07_F000,2,what ?
Ses02M_script02_1_M042,2,look at me i m giving myself goose bumps all my hairs are popping up .
Ses02M_script01_1_M030,1,because it is .
Ses03M_impro02_F010,1,you can t . we need you . i need you .
Ses05F_script01_2_M008,1,look . it s a nice day . why are we arguing ?
Ses01F_script01_2_M013,1,calm yourself .
Ses01F_script02_2_F022,2,i d rather not remember some things . i d rather not hope for some things .
Ses03M_impro04_M012,1,and i was pulling my hair out and it was like oh my god . so i just had to finish the major so now they re like why are you an engineering major and why are you working trying to work at a restaurant . and it s like i don t know just give me the damn job .
Ses04F_impro07_M021,2,no no . it s totally cool . i mean like this friend of mine he was he s been undecided now for like the past like eleven years of his life .
Ses05F_script03_2_F027,0,not very funny dear you better have some more brandy .
Ses03F_script01_1_F039,1,he thinks he s coming back . you go go on and marry her i mean you re pronouncing her dead . and what s going to happen to your father huh ? i don t know . do you ?
Ses04F_script02_2_F041,2,somebody who knew how to enjoy herself and didn t take everything so hard .
Ses04M_impro08_M004,2,okay .
Ses02F_script03_2_M038,0,turn it off .
Ses05M_impro08_M014,2,okay uh you ve got your c calling go ahead and type in directory list .
Ses04F_script03_2_F029,0,not very funny dear . you d better have some more brandy .
Ses01F_impro03_F001,2,and um i got married .
Ses05F_script03_2_F026,1,oh you are so insufferable . do you stop .
Ses05M_impro04_F031,2,okay . all right .
Ses05F_impro05_F003,1,yeah i don t know where it was lost . i was coming from africa so .
Ses04F_script03_2_F028,0,oh shut up .
Ses04F_script01_2_M008,2,you can t read her mind .
Ses01M_script02_1_F010,1,i m cold .
Ses01F_impro04_M023,2,i just you know think you should try a little harder maybe .
Ses02F_script03_2_F035,0,very well if you insist on being boorish and idiotic .
Ses01M_impro05_M020,0,probably people that work for your company huh ?
Ses03F_script01_2_F001,0,she s been in new york for three and a half years . she don t just suddenly come and 
Ses05M_script02_2_F011,1,you don t understand anything i am saying .
Ses03M_impro01_M028,0,i did finish one . take it .
Ses04M_script01_1_M024,1,i don t know why it is but every time i reach out for something i want i have to pull back because other people will suffer . my whole bloody life time after time after time .
Ses04M_script03_2_F010,0,what of it ?
Ses01M_impro03_M013,2,oh good idea .
Ses03M_impro04_M004,0,cause i went to harvard .
Ses03M_script02_2_M025,1,take off our shoes ?
Ses03M_impro08b_M001,2,i m sorry ma am . what s the nature of your problem ? but first can i get you to tell me your first and last name ?
Ses01F_script03_2_F017,0,no it isn t .
Ses01F_script01_1_F028,1,oh that s a great reason . it s no reason at all .
Ses05F_script03_2_F037,0,i hate you .
Ses02F_script01_1_F037,0,what about the business ? what the hell is this ?
Ses03M_impro04_M016,1,to be a lawyer ? you go to law school now ? god this is all these dead ends .
Ses04M_impro05_F027,1,i d be happy to give you a cup of coffee too .
Ses04M_script01_1_F020,1,i m just saying .
Ses03F_script02_2_M006,1,okay then what s bugging you ?
Ses03F_impro05_F007,0,what do you mean if it shows up ? no i need it now . i have my keys i have my wallet i have my money . i have thousands and thousands of dollars worth of stuff in there .
Ses03M_impro07_M020,2,and tonight my parents want to take me out to sushi and they said i could bring you .
Ses01M_script02_2_F019,2,do you remember the first year we came here ? it s about four years ago right after we got married .
Ses05F_impro08_M030,2,it was horrible but you ve made it much better thank you very much . absolutely
Ses02M_script02_1_M008,1,who s is it ?
Ses02M_impro07_F027,2,okay . yes totally come visit
Ses03M_impro08b_F006,0,no i did not drop my phone in water . i m not five years old and just dropped my phone anywhere i see it . okay this is my business .
Ses03M_impro02_M036,1,i want to what am i going to do if i leave this job ?
Ses02F_script01_1_F036,0,are you crazy ?
Ses04F_impro04_M027,1,so go to mcdonalds .
Ses01F_script02_2_F025,1,no no . nothing .
Ses01M_script02_2_M023,2,it was when we were driving passed that knickerbocker liquor locker and you would said no you said let s get some champagne and i said no time to wasting or something like that . that s what it is right ?
Ses02M_script02_1_F007,1,it s after eleven . let s just go home .
Ses04M_script01_2_F005,0,it s got that about it .
Ses04M_script03_2_M034,0,you must have had a riotous time .
Ses02M_script02_2_F013,0,i did want to see them i always do . i mean i keep thinking that this is going to be the time and it never is .
Ses02F_impro04_F013,1,i i just i think maybe i should try something else . i mean i i don t know . all growing up this is the only thing that i ever wanted to do and yet i can t . i m not physically able apparently . i mean 
Ses01F_script01_1_F022,1,now you can go on from there if you know where to go but i m telling you i don t know where to go .
Ses05F_impro01_M009,1,ma am obviously i have no idea how long it s taking . there seems to be a bit of a line there . it looks like thirty forty people . it could take four to five hours . i m sorry .
Ses04M_impro01_M019,1,come just please just grab the form . it s right over there .
Ses04F_impro07_F027,2,everything worked out perfectly .
Ses05M_script01_1_M035,0,i have been a good son for too long . a good sucker . i m through with it .
Ses04M_impro06_F019,2,i mean as as cliche as it is as long as people who loved him remember him then it s not a waste you know .
Ses02F_script01_2_M001,2,well maybe he just wanted to see her again .
Ses04M_script02_1_F010,0,so let s go home .
Ses01M_script01_2_F000,0,why did he invite her here ?
Ses04M_impro02_F010,1,explain the situation to them and then you can stay here .
Ses03M_impro08a_F001,1,look my my phone isn t working . i don t understand what s going on . i am trying to call out . i m not receiving any calls
Ses03F_script01_3_M018,2,you felt something that far back ?
Ses05M_script01_1b_M029,1,she s who i know best . i know her since i i was a kid i grew up with her . when i think of somebody for my wife these days i i think of annie . what do you want a diagram ?
Ses01F_script01_1_F041,0,all right . but you don t want to think like that because what the hell are we working for chris ? it s all for you . this whole shooting match is for you .
Ses05M_impro04_M040,0,yeah well thanks for your help .
Ses02M_impro01_M009,0,shouldn t they have like told us about that ? i mean why why would they make me go and wait three hours if i have got to go and do it again ?
Ses04F_impro04_F018,0,i m really good at what i do . i m smart . i m trained . i have the education . i m talented . i cannot 
Ses01M_impro06_F001,2,what s happened ?
Ses03M_impro02_M037,1,fine . i ll see if i can talk to them .
Ses05F_impro05_M028,1,right . yes ma am .
Ses04M_script03_2_F028,0,i don t care . do you understand ? i don t care . i don t mind if they bark and roll about like hoops .
Ses02F_script03_2_F029,0,shut up .
